from,to,distance
2141,2072,21.6
6390,1608,94.0
1445,8188,28.5
10226,15121,7.0
5396,18246,26.0
16924,11704,56.6
8886,6317,21.5
19886,17558,25.2
13841,10115,67.8
9565,9246,65.8
4123,2927,94.7
11549,422,82.6
13480,18481,64.4
602,1811,66.5
18079,18843,41.5
430,15679,12.5
717,3438,56.5
10322,839,32.0
12579,10551,81.3
4985,17918,23.7
15627,14411,79.8
18151,5632,49.5
16199,11646,97.2
619,10874,64.9
16130,19189,61.7
18972,14754,34.2
16286,7447,65.8
4998,16371,50.9
6529,13208,84.9
5875,14652,28.5
5206,2244,32.3
16440,22,64.5
17663,3819,90.7
13579,18141,27.1
10775,3315,55.6
13937,9633,81.5
9116,6490,52.9
18377,19219,57.8
17262,14884,20.3
4700,12575,78.8
7330,3275,27.5
3636,15421,58.4
10422,15926,89.7
12593,7445,61.4
17462,13646,77.8
4865,13656,65.8
5011,3848,91.8
14698,7946,18.4
14602,5856,84.2
10680,11784,89.6
12052,19347,74.4
96,8987,80.5
6731,10028,22.7
10544,13876,33.1
11520,4241,45.6
10635,10545,91.6
16774,15593,78.9
6796,10309,61.2
5393,15732,94.5
16603,19850,52.7
19004,3953,35.4
2934,11895,55.0
15015,10960,15.1
5912,1493,93.3
1904,8792,19.5
16280,1985,65.7
142,9242,69.5
8181,16236,35.3
10484,5310,98.8
9143,14776,15.5
15997,11849,27.4
10494,6281,20.1
11686,18489,97.0
3131,15328,15.9
13432,13078,75.5
1426,16961,6.9
7841,6743,83.5
4457,10151,47.5
11320,5019,91.3
7020,600,74.7
13270,14741,95.7
5974,16812,95.5
3100,15117,74.8
5708,1840,40.4
14362,17469,85.6
8758,14076,81.0
10478,8094,90.9
9396,19130,98.1
2231,2801,76.0
16172,3824,67.6
12571,14339,29.0
1855,5445,77.6
6407,14541,64.7
311,3913,34.0
16635,3562,28.3
7894,9253,31.5
3975,7939,60.8
1420,17602,16.5
16787,5332,42.5
10107,19797,65.2
1426,6824,50.5
7877,17041,71.9
10959,9325,23.0
7937,19507,54.1
14887,17827,12.7
10038,1748,8.3
17301,13010,54.0
19367,11898,30.8
18920,2117,89.3
5171,2738,65.9
8067,9052,78.2
8502,15645,95.2
6844,16015,39.9
11669,6838,12.0
6425,6463,66.2
10032,3993,65.7
15904,7379,36.7
17820,676,50.8
16555,13507,24.3
6386,8253,30.4
9784,15229,58.6
4051,7603,32.2
4473,4785,62.2
13467,4066,14.5
3305,398,12.8
8846,8253,29.2
656,10556,26.1
16421,4879,87.0
5696,1513,77.8
13098,18421,20.8
6942,10724,66.4
10132,19945,81.9
7989,4919,12.9
8531,8939,89.7
18133,11919,9.2
9186,6070,90.7
17937,19641,59.7
14480,15214,18.7
5838,2795,88.9
13562,1845,75.2
11602,1831,27.1
11765,9804,92.7
10985,5472,83.2
12091,13277,84.5
18341,16484,49.6
13891,3994,33.2
10323,7625,44.8
322,14828,69.3
6231,6065,87.1
19666,15707,63.8
2506,8132,92.3
16055,9767,84.2
15154,1348,97.5
12042,13728,57.8
485,9286,61.5
12077,8714,8.7
2086,2955,42.0
18027,14341,38.0
8202,14102,17.9
7795,13817,33.4
11956,16234,23.0
16208,13812,65.3
4565,9113,67.3
17475,10209,18.1
9249,11533,65.4
16362,19071,61.4
6414,18077,31.6
14212,4599,91.0
9051,6403,35.4
6769,10393,12.4
19621,6019,99.2
8376,4314,92.2
10992,15278,79.2
12037,1220,90.2
8817,12892,32.0
10058,12665,25.1
11260,12072,18.2
15402,15705,5.2
15142,13580,85.6
526,16667,7.3
13971,17951,78.0
666,1617,52.4
15771,2772,55.3
13499,654,65.2
9622,16400,80.3
3855,19472,56.1
12144,262,66.9
18380,14397,62.7
1809,9939,98.5
15754,12685,7.8
10964,4114,34.8
15956,3281,86.7
3382,5037,92.4
16411,5790,82.3
6457,9214,74.7
13042,2234,97.5
204,11002,42.9
7254,15632,25.3
8533,2605,40.9
3202,6523,49.9
12999,12554,88.1
7778,17701,31.2
12363,11836,44.0
4880,4473,42.5
8663,16181,10.8
17158,12537,59.3
13385,19645,52.4
11479,2192,85.4
19563,6856,67.0
3871,778,97.2
6716,3369,15.7
5709,8596,43.9
3213,11843,50.4
7537,245,67.0
463,1244,13.9
5821,16911,28.0
15719,15066,6.6
17661,7274,23.0
11636,8000,77.9
11177,12574,48.1
3594,3138,91.5
18534,5898,94.8
7192,17695,7.5
5854,18988,28.6
94,10784,30.4
7222,10797,19.4
1369,55,88.0
889,13942,94.6
15787,19271,89.4
12643,8142,99.5
4527,15987,82.0
14087,18332,21.5
14192,5893,8.2
14052,12428,76.3
6376,3391,86.7
535,7103,79.8
9321,3479,84.6
129,4105,22.3
19985,2918,86.3
9803,18895,93.0
17150,19088,78.8
7395,1518,19.4
6295,16297,47.7
602,2427,69.3
12098,14575,25.2
8117,3010,54.5
5177,3792,16.5
11839,423,22.3
16186,6263,45.4
15518,3903,23.7
14846,123,76.5
3409,6003,75.7
12794,12587,34.5
4172,8001,48.1
9818,18741,45.7
15113,7475,63.7
1169,15432,29.4
7761,10834,59.2
10997,18475,19.6
8437,3160,37.4
8703,4598,26.7
12576,10065,83.6
5451,18026,19.6
8253,13594,89.6
3610,2866,82.5
15791,13318,62.4
10498,9321,49.6
18054,12212,85.2
19112,15434,53.9
5893,2501,94.4
8896,17084,93.5
8709,1429,49.3
16088,586,5.4
9232,6102,62.7
5495,11407,97.5
6479,19554,23.1
19476,18303,54.5
12447,15729,20.4
9156,19969,58.2
11749,1667,70.0
1779,17980,80.0
14941,15448,69.2
19198,13538,78.0
8004,3336,5.9
242,347,5.9
8261,2348,27.4
19097,12760,66.9
8330,11920,16.0
4062,15190,47.5
9820,715,33.8
10263,11810,38.8
19639,10239,39.8
16368,2535,24.7
15064,9884,90.7
6172,11706,42.6
15833,11890,96.6
9168,7446,93.7
6782,10868,66.7
5381,12009,22.1
8656,19057,7.5
19383,6218,59.6
11504,3062,92.3
17924,13679,82.1
17529,583,76.4
11190,278,64.2
16489,13740,16.7
17556,19514,27.9
5825,18250,95.5
6077,15598,87.6
1512,13248,75.0
18843,2548,31.7
17221,2866,58.2
14332,10038,85.2
1153,9598,64.0
16892,13998,55.1
5929,13068,45.0
5682,18526,20.0
15879,4185,76.8
16665,7310,70.6
16047,4156,67.7
13184,15181,38.2
9053,10422,32.4
19785,18612,40.2
3910,5693,43.0
190,17513,8.6
4004,11501,23.5
7868,11123,78.2
17759,1093,57.0
7732,65,15.3
52,2393,45.1
14064,12116,19.1
4614,1,83.0
15392,6076,80.1
16066,10289,84.1
18860,9799,39.0
19590,15905,58.0
4990,5991,20.5
17050,6447,47.1
5414,18581,87.9
15735,5578,96.3
1972,2581,87.4
12606,5358,31.2
6873,1886,53.2
19024,18560,56.6
9041,6142,84.2
3364,14729,92.2
10158,8165,22.5
5993,18240,39.1
11301,14538,62.9
14368,7663,95.1
11478,14544,74.5
2499,6040,6.2
13029,16360,34.4
14819,14121,28.2
17888,16590,39.7
13047,3676,43.4
1755,13891,39.2
1729,9758,86.9
17404,16641,79.1
12401,11121,55.4
4797,12366,24.1
12482,11776,66.4
14144,6073,95.2
287,17327,5.9
9202,996,89.0
19955,12446,98.1
3725,5676,42.9
4401,7436,26.5
16866,18327,76.3
10341,17477,5.7
7673,2803,21.1
8261,15244,11.6
13599,4209,48.1
10039,7601,16.5
8180,14136,60.8
13062,19254,53.1
3411,2622,74.9
3738,4532,83.9
6443,7894,67.6
4927,12115,19.6
16632,18895,30.1
18099,1482,35.1
18238,5999,20.1
15563,3705,46.5
5405,5951,47.9
13141,7428,15.6
13430,16226,8.2
1863,5346,54.1
5333,11656,25.6
4278,3227,61.5
5807,6400,73.1
13556,9656,52.3
6349,6527,35.1
376,11153,27.7
6633,15254,28.1
1245,12580,76.0
2591,16042,83.0
6712,14516,55.4
5787,17412,45.5
6763,12357,42.3
4506,15255,19.6
1238,3945,9.2
13895,1941,96.2
19597,13369,81.9
11523,18645,78.6
18261,15759,59.4
11120,18873,95.4
18184,3865,63.2
8709,5292,45.5
19162,2976,15.4
10745,3567,89.3
8732,4608,11.0
1776,5870,71.6
9584,16350,34.9
14182,5295,50.7
6788,13334,71.4
10306,2092,73.1
13002,12606,23.9
10015,11210,40.8
11955,6514,33.7
9251,10852,61.4
1502,246,99.8
17164,3084,42.0
17300,18084,84.5
5106,9916,43.7
10045,4275,38.6
4853,19535,18.3
6600,3772,14.5
8239,6901,70.0
8728,3039,92.4
15242,13668,25.8
3454,10847,14.4
3406,8802,21.9
18014,4126,20.3
2545,17966,65.5
18129,13672,15.0
10286,4052,18.6
15623,12120,88.7
16691,2830,51.8
13547,18159,12.7
3013,14486,39.3
3975,1212,6.5
11579,11029,60.5
18975,9809,48.2
4642,19956,83.2
7135,16113,97.3
4717,3128,27.0
10645,8501,85.3
13082,15776,86.2
2737,14746,30.6
5575,14094,87.8
14809,2333,19.1
10347,1260,70.1
7734,568,52.1
14536,13667,65.0
4612,11578,10.4
14321,6178,23.7
10416,14355,59.4
8153,2885,24.4
18033,15629,55.4
2656,18055,75.5
18286,18035,7.9
11117,19472,11.4
12013,19626,60.8
14855,13486,48.4
13624,8053,83.8
4369,4549,30.4
8159,13511,75.9
12027,13810,48.6
10185,12278,19.9
8471,14251,57.1
18334,16629,67.8
18604,17593,70.7
10749,15577,26.2
4718,12757,84.4
6521,4660,52.7
6855,8465,46.9
3421,9203,45.3
2220,6289,58.5
13278,7233,55.7
2171,15979,87.2
244,3073,23.6
10652,16446,19.5
13584,11663,26.4
13017,3134,68.1
4954,165,67.0
18726,13061,45.8
890,11014,49.8
3024,11720,35.7
9419,8153,36.9
12717,17535,76.4
9185,9323,55.7
5769,7547,79.6
14878,17779,39.6
10342,7888,41.4
8698,10204,63.3
9751,4280,44.6
19632,17247,63.2
10236,9248,18.5
7948,19603,14.7
17756,3152,25.7
6336,9214,25.8
11154,2450,49.5
12058,18742,23.0
12461,6862,92.2
18335,700,52.1
3002,15164,49.6
21,5243,60.0
10839,11329,83.8
16737,9859,94.9
403,2689,62.9
11341,2349,83.5
9625,10712,12.3
19529,13152,88.5
8265,19920,90.1
5621,3259,99.3
11891,18092,63.9
3315,10193,55.8
13187,12170,73.4
19716,19436,22.3
17870,17991,81.1
28,7715,88.9
2658,6655,70.6
13153,12340,24.6
6019,5144,10.7
1875,7988,25.7
5125,10128,41.4
8873,15280,90.6
14379,12735,63.1
1349,83,65.9
15138,7427,61.0
17558,14245,58.0
3036,1275,15.1
19455,2700,67.0
4865,12053,66.3
19291,17385,84.5
18651,16008,13.0
12967,5290,47.9
9931,14489,18.6
12172,4762,8.2
19777,15529,14.6
6609,16582,17.1
14014,9268,84.6
16912,15519,97.7
2768,7496,25.6
16229,15073,94.3
8956,1018,56.4
16527,15897,88.5
17325,3550,27.6
12258,14445,33.8
6631,3078,92.9
3081,8528,14.5
3585,9052,70.4
2728,11034,13.0
10046,12347,87.1
18393,19966,78.5
8524,19869,74.3
14012,3522,75.1
5262,2572,97.0
12581,5983,50.9
8630,6727,34.9
37,4094,47.4
10702,8274,34.3
13641,18134,80.2
1849,2580,36.6
17393,18560,30.0
19241,16930,92.3
26,883,58.5
15390,924,79.4
15336,914,7.3
13955,2500,86.3
19058,12983,56.9
8482,7046,89.1
14752,19981,9.4
17409,7128,92.6
3296,15885,34.1
15974,3505,88.8
3369,16244,59.4
3774,7305,93.9
3824,19114,60.7
9607,499,99.6
9793,13403,46.7
10267,6126,62.4
9917,2493,34.0
18543,15111,62.3
16546,8220,29.9
2839,6992,58.3
9266,4121,37.0
19108,2161,99.0
1214,17444,30.9
4550,5596,48.9
7154,7245,40.9
17596,5126,72.7
16237,9249,80.6
12359,8593,57.8
11894,10486,50.2
1067,17364,8.8
6454,5302,82.3
12317,1220,50.0
11120,17852,6.9
71,5236,19.3
15238,11983,72.3
7658,2660,55.6
18805,6378,47.0
11683,15002,54.1
597,13436,51.8
12721,4303,9.1
14677,10588,90.3
4418,1166,99.4
17251,3378,81.3
84,17116,43.7
646,16524,51.6
17722,12529,66.6
12701,2219,36.8
3514,13246,60.7
16181,19420,71.7
19277,1,91.1
7839,8677,56.9
11215,5221,90.3
15235,16128,70.9
17923,11023,50.8
8201,13059,23.9
9218,6056,74.1
19254,3009,94.6
18915,1223,28.6
2542,13916,6.4
18566,18071,37.4
11608,14933,87.2
14932,17814,82.5
241,3289,12.5
14386,13735,54.0
6935,1739,11.4
12498,8281,24.3
12173,17,39.0
3810,12636,6.9
8207,1976,16.6
7869,17742,68.4
6511,17673,76.6
1252,11353,53.2
18977,4344,17.2
8448,5309,92.9
18976,17676,18.5
4934,7236,27.3
13506,5322,79.9
2233,14337,99.8
3833,13339,52.1
19695,15827,27.1
13060,5380,92.4
9033,19980,70.6
2898,17820,49.5
12971,2644,8.1
1500,13391,79.5
346,7730,81.4
5888,12990,6.4
15397,16915,10.9
8734,1832,39.3
15301,10663,83.3
9619,16003,23.1
1504,12599,70.3
9520,13134,25.5
4889,2684,97.0
1274,11550,60.0
4470,8650,35.2
8843,4210,27.6
4305,12555,48.1
6084,4423,72.2
15460,19844,73.4
883,6254,53.4
8936,12350,59.2
12824,8513,72.4
2526,4641,90.3
10076,16889,43.2
17405,15753,40.4
6407,7313,57.0
4738,14146,73.8
16611,16480,72.9
11446,3971,20.2
14667,18778,66.8
16733,8743,69.8
6498,13769,75.2
3953,4898,29.6
14688,12429,95.4
11749,9832,77.7
4003,2879,92.4
12875,18560,33.2
2548,550,95.0
662,9553,25.7
416,6675,9.1
3906,9523,77.0
2633,2617,36.4
3935,15473,55.9
6365,2694,7.9
18605,15985,23.9
7857,11760,52.6
526,15265,64.2
606,14185,81.2
11281,7715,38.9
9101,3667,14.4
757,12530,17.4
18248,13125,47.8
12114,14037,79.6
10036,9278,44.4
9133,11661,59.7
17845,1651,56.1
2450,4418,97.5
11585,8953,55.2
19909,13548,82.5
17681,11938,21.5
2385,15179,99.0
9285,6389,22.4
5026,181,93.6
3231,895,57.2
4502,2994,60.3
4470,9990,42.9
7175,3703,97.0
3154,2615,6.8
4060,9115,73.8
5671,11084,81.0
290,13300,29.9
8284,14588,31.4
6622,9229,22.7
16711,1280,15.4
5652,11809,32.7
15593,8620,13.1
2617,5193,27.5
19301,4109,18.3
8259,13534,40.8
8982,12232,12.6
17497,13456,70.6
9557,12758,83.6
15837,4632,100.0
6057,10253,99.5
6821,4954,73.8
16365,8867,83.1
2371,15087,37.6
3960,14380,28.2
13146,11973,41.8
6594,2762,48.1
6471,4697,78.0
8632,1486,72.7
14513,8085,64.3
14075,15330,38.3
18176,19573,47.9
8732,5655,36.1
17594,14184,96.4
6609,12697,95.0
16390,11087,52.4
9816,16465,81.9
15616,17115,22.9
9780,12514,46.8
11007,16039,61.9
10326,19042,44.1
18066,10006,68.8
13929,14010,25.8
11241,6714,80.3
3989,6564,95.0
2279,12882,79.8
15560,2872,73.5
4435,5489,52.5
9778,5941,70.0
13893,145,79.0
768,1444,52.6
17923,1650,61.8
17565,18693,75.4
11015,10985,99.1
2352,18056,9.0
11287,13964,68.2
17224,16455,51.9
5482,18905,82.4
18892,17663,40.3
9854,17757,20.1
454,10776,56.5
12568,1031,70.4
19237,13915,43.9
1583,6446,98.9
21,18215,40.2
4340,8667,88.1
12101,17864,41.8
6091,17021,97.2
2763,19222,92.8
18957,16770,39.3
4983,17198,31.4
16906,11514,97.6
16134,11691,12.9
5873,4629,56.0
6606,10611,87.9
8758,13528,35.3
8534,7945,77.9
10175,18378,56.2
10387,1171,7.9
6499,10423,64.5
10911,4080,6.9
9306,18838,27.5
19868,13608,80.4
13816,13279,68.8
3512,2435,39.7
11240,1013,51.6
7492,10260,46.0
14179,18994,32.6
8705,10157,92.1
2056,16628,30.2
17297,18560,25.9
5055,3119,8.1
19559,6763,56.8
15034,18251,91.2
265,9097,55.6
2370,15531,47.9
2934,12545,7.8
15040,6577,92.6
15888,12908,60.0
4243,19183,6.6
19312,8521,83.1
9791,10079,38.0
9933,10153,10.7
13888,1865,29.2
6772,11640,44.2
6604,18290,8.7
3292,11327,57.5
10936,6032,90.6
6167,2271,15.2
18946,8875,57.9
10544,16297,64.9
1379,935,97.7
11799,16679,60.9
1612,16472,59.3
12590,17738,64.8
19400,8670,87.6
12320,5600,32.0
12231,14718,31.9
15801,10793,72.6
2770,17819,74.3
5397,4470,13.4
1079,6750,30.5
18280,17828,51.7
5599,12466,68.0
12998,10851,55.7
16093,1329,55.4
11809,9890,61.9
12096,2003,41.5
1587,14851,61.7
18365,7017,42.1
14730,6871,8.5
7887,19605,48.3
5449,2200,39.9
18368,13015,79.9
8318,11873,88.0
11052,17457,26.7
19153,811,78.2
10542,17532,33.6
9869,8813,74.3
614,18679,14.9
15082,14584,95.3
5968,9149,62.0
14419,3999,53.9
2688,17596,6.9
8884,18528,83.6
16800,5475,92.7
2384,402,30.8
3540,4794,55.3
4397,2673,75.4
7397,4615,8.3
3878,3851,66.3
6734,15724,94.6
999,13698,35.2
1500,2316,90.6
6039,10135,58.8
18690,8283,37.9
13344,5045,44.3
6685,6913,75.9
15310,8100,22.6
1480,14747,38.6
4426,15117,99.1
15923,4187,23.2
9561,12611,96.2
18493,12160,44.2
11172,3808,29.0
16322,17418,9.4
5009,10436,13.8
12733,4840,86.6
7548,13393,42.1
851,1036,48.2
5291,17969,18.3
2820,8376,5.1
14065,3141,52.1
8675,19078,24.7
16892,9840,71.0
11641,8,56.8
17922,1494,9.1
5349,2996,10.3
17387,21,43.3
10443,15680,30.2
14694,7076,47.2
12220,13301,13.9
6185,9678,51.3
12329,17136,12.6
6295,10503,88.0
1001,18317,78.2
11515,214,74.2
6021,12606,68.3
13698,18980,74.1
3235,6615,8.8
7077,5008,45.4
9484,12367,19.4
11925,10054,39.3
17126,14120,87.2
5819,8811,12.8
6133,14275,20.0
13277,15659,36.4
11333,13569,98.5
11709,7827,44.7
17185,13260,48.3
19972,7727,71.9
5203,8936,72.1
5890,7864,67.1
10878,17525,53.4
18685,7839,51.0
3153,14858,9.6
12483,6861,44.8
5286,12446,8.5
4069,4727,33.7
4679,7947,11.5
5986,1149,69.0
19335,18205,91.2
11669,16206,69.1
5616,10077,55.7
5497,19546,95.4
7062,8287,38.1
3549,6025,44.2
12885,17778,40.8
16771,2751,46.6
4503,15422,67.9
14189,7091,42.7
10313,1466,56.2
18150,15550,17.0
5754,10158,48.8
10565,10333,66.4
11385,685,15.8
14573,6753,75.3
11537,8,30.3
7104,2775,72.3
364,14738,48.8
11318,12122,84.0
5537,5247,64.5
5302,8909,68.8
6203,18873,52.3
15938,12711,82.9
275,19814,40.2
17022,14108,76.5
18147,6260,59.2
3699,18618,84.1
282,8668,33.2
18011,3269,9.7
17124,8275,17.2
6269,2077,16.4
16831,14610,8.4
5351,422,41.0
3408,8420,16.3
4646,1351,48.4
11461,2053,23.8
11801,4256,60.5
4607,10593,71.4
13158,10995,43.4
7187,4802,43.9
7711,8887,63.1
6224,19587,25.8
11232,1482,33.6
9925,909,93.9
18244,15623,78.1
14284,12069,94.8
9281,6021,48.8
17850,2751,20.3
14865,16155,80.8
6964,19563,74.0
8152,12433,86.6
14098,12109,13.1
6294,4864,46.2
7009,12002,12.3
18708,2717,67.6
15503,7417,97.5
602,7750,22.3
9996,19705,34.2
19505,2490,77.2
11467,19432,70.6
5544,6048,29.8
6744,1189,43.3
10949,4427,47.5
18812,4743,56.1
19307,9167,6.8
8455,14760,97.9
17686,14249,20.3
8465,17642,28.5
8488,8191,46.6
11996,7032,90.3
6251,8450,55.1
5743,18997,17.9
12167,1069,94.7
7705,8615,15.2
13008,10576,97.6
17165,18026,76.7
12553,6270,81.1
16526,465,6.5
833,5221,78.9
15872,6697,62.7
2,836,100.0
15265,10057,51.7
16935,2677,17.6
15395,8936,62.4
9347,9839,6.1
15450,5374,44.0
10715,14848,49.7
12807,8909,42.9
19908,12686,97.4
16118,67,16.3
5676,18325,65.3
15349,5524,69.4
5472,14097,12.4
14775,244,7.0
7988,5322,28.3
312,10854,41.1
16452,3440,71.5
15666,18406,94.1
9354,13494,67.2
3864,18642,39.1
16828,9351,80.9
4694,1130,60.7
1536,15336,38.0
8285,809,65.1
18878,822,45.7
2692,14597,82.0
10947,6860,82.4
9880,2865,10.3
559,4565,39.7
16250,17073,52.4
12832,7632,52.7
4944,4361,40.3
15775,4389,66.8
4286,3198,94.2
17761,5276,51.4
11398,10094,29.6
9790,11393,97.5
4483,9681,84.4
4681,15468,24.6
4803,19936,89.9
5818,11249,57.4
14634,12702,30.3
12406,7957,90.3
10448,18380,88.7
1090,13095,10.5
6921,4367,17.8
2963,14674,77.0
11289,11905,30.6
160,1795,36.4
756,17729,43.7
9386,6296,90.1
8673,12889,24.3
10508,3972,14.0
4085,6194,84.0
5590,14177,73.4
6261,11783,26.0
7264,14207,22.8
2927,683,92.6
6728,8959,83.8
2210,2845,42.7
9440,3446,58.3
830,16429,71.1
7268,362,26.4
7499,15042,33.8
10458,17580,9.3
9904,2903,29.7
1035,4167,37.0
5504,3556,71.6
13849,14422,16.1
2473,2780,59.0
19668,13041,34.8
1831,16198,31.7
180,15684,34.0
13759,19063,8.8
13257,10250,18.4
14099,19288,48.1
15354,10318,67.5
17041,17266,41.6
4227,18909,90.8
10250,8373,5.6
15419,15301,83.4
12199,16199,61.1
3511,16087,85.6
18747,11067,36.2
4364,16900,41.4
4046,13545,64.8
7561,5416,38.9
2586,14765,15.1
3648,18644,77.8
6029,13176,59.2
14773,15365,54.8
6181,590,11.5
12015,71,93.0
15185,11582,70.7
7672,15978,42.1
5941,2534,17.2
16186,16483,91.1
6341,17521,46.9
2320,7688,73.4
12559,19583,54.4
2833,10761,84.2
3591,16578,12.5
11399,12535,68.7
3041,259,22.8
3897,1715,47.2
2056,9586,64.0
15989,686,98.6
5337,14262,49.8
10142,19,42.7
13774,9983,30.1
5428,5586,25.6
19576,10246,86.0
7904,478,97.8
250,11283,89.5
11688,4735,58.4
152,15492,81.8
10623,15578,14.8
2884,18976,26.6
17615,7077,12.1
17659,1413,68.8
13483,19078,61.7
7792,2880,18.9
979,17506,75.1
9772,2876,69.9
4916,7788,84.5
1328,9373,49.9
11350,7757,95.2
12142,19686,79.4
19210,12095,37.9
12071,4152,58.8
1511,16612,44.1
11925,8551,89.1
12133,3949,77.6
6684,12090,98.8
965,4458,20.5
6599,16260,94.8
2140,4903,33.4
4164,10306,28.0
11195,2904,73.5
6920,6712,52.3
8107,18093,46.0
14421,7645,69.4
17090,11938,34.9
15703,15187,85.4
8282,7292,55.7
1082,4972,39.6
9451,15010,19.2
8642,15694,91.1
5702,16348,44.8
5232,1286,80.7
16855,11713,67.1
6231,18509,72.1
517,11505,33.4
13295,9045,89.0
2564,3448,56.6
19407,18803,96.8
11392,16550,35.3
4270,9219,18.9
9992,13723,95.1
19779,14542,12.5
16249,14832,83.7
2832,1976,47.2
8367,7948,61.5
17363,3062,7.1
14784,14208,7.4
2505,1005,80.2
9576,1719,74.9
10051,19908,10.6
13438,4656,98.8
14099,9975,63.2
13341,12771,65.7
2191,15436,63.3
19845,11161,64.4
15418,4564,39.7
6811,3548,61.0
8697,1048,87.7
3906,9908,92.9
13542,2557,19.6
17465,11631,88.6
106,19695,97.3
14829,17447,49.9
16866,3721,95.2
14223,10452,46.8
1628,16522,84.8
4084,11489,19.0
16516,10280,78.9
10857,14531,40.1
12379,1641,31.0
10554,19261,24.7
6190,6797,92.7
19025,13097,98.9
13049,14405,25.9
4999,17312,85.8
18619,9761,13.3
3199,10485,38.2
6467,17336,15.5
9821,3489,7.5
3957,16828,68.4
17367,13250,78.8
4799,14684,48.4
18477,4552,7.0
6520,12457,37.5
9826,11715,33.9
18819,10064,36.3
9760,14320,66.4
11246,13752,63.8
12831,1735,65.8
19338,19454,18.9
12192,8904,34.6
1130,15540,82.0
12661,1112,11.6
8408,10540,88.8
16220,18406,70.1
18564,19850,17.3
6285,13796,60.7
12074,4855,25.5
15793,11572,58.3
6186,3737,87.5
19128,19415,10.0
18699,13378,16.6
5290,19694,11.0
8241,6245,7.7
2334,10991,56.4
11179,9001,92.2
14126,12647,70.7
4173,2416,40.5
12857,13019,74.2
5650,18764,62.4
4252,12302,96.2
3179,4901,48.3
9240,12387,51.0
6777,8688,68.2
17350,9688,5.5
14404,3769,26.0
8969,14480,26.6
11771,10486,78.6
16226,18730,47.1
15830,2490,95.2
5909,17371,11.4
12975,3365,66.2
12514,1609,14.4
18382,16579,46.8
18524,6523,24.6
18035,2561,32.7
19616,14835,92.0
5028,3743,18.8
11507,5453,70.7
2685,16984,46.2
2368,14191,55.7
12549,17704,26.0
6007,7500,93.7
5975,8957,43.4
19237,9236,58.8
9752,9558,60.9
4025,5364,50.8
8810,2970,68.4
16706,6433,89.7
1923,13419,76.9
4273,16974,6.5
19328,6943,11.2
11810,9423,19.5
4884,13299,6.4
12230,6065,22.9
8977,11217,58.3
4808,2258,74.5
2891,8362,90.0
14554,13534,17.2
11988,17844,23.6
1250,7080,64.0
13968,9071,94.4
18901,18349,39.1
11166,10457,93.9
13918,15823,81.0
8963,8424,61.6
19084,3297,82.9
878,12411,82.9
19208,6882,31.6
16754,12261,30.2
6184,7152,51.1
2272,2578,88.1
11467,5362,17.1
19675,16497,79.1
7584,4072,65.0
4032,16404,44.8
19334,9182,24.5
7463,17190,37.1
9588,18253,29.5
19947,2725,27.9
11244,5582,26.4
3544,9528,25.6
13260,9704,28.8
9512,18496,88.9
6665,16124,28.2
18636,13160,78.8
4857,9844,49.1
781,14992,12.9
6262,11101,31.6
9364,19533,87.4
14780,9162,41.7
18070,5056,16.8
116,13296,36.2
2169,19997,85.8
18524,5632,33.6
18075,3807,62.7
82,12562,44.9
8184,12730,27.7
13399,1219,57.7
9285,12279,40.7
16169,9884,48.2
5339,13834,71.4
2039,9557,18.6
14715,10124,39.1
14689,706,86.7
14868,11358,52.5
4306,16069,29.4
4548,15769,39.2
15206,8883,48.6
11549,17034,82.4
17360,11034,84.3
8161,1480,85.4
25,18031,15.9
5546,15650,36.5
2775,19144,76.8
12230,7723,8.1
3366,2553,86.4
15199,813,60.4
18472,17732,58.2
2134,3404,78.3
14675,2192,58.1
15993,221,83.0
15366,10956,92.5
10884,14241,84.6
6716,6279,90.0
81,9255,80.0
4951,14362,76.8
14974,2623,71.1
18772,13294,40.6
12746,4502,68.4
14367,15235,21.4
5146,13504,53.3
7152,1674,85.6
17485,19884,47.0
18479,11131,39.3
2135,612,90.9
9798,7429,26.9
3663,10490,6.2
14049,12434,81.5
4578,12911,35.0
12723,8640,20.5
5781,2881,21.5
5307,11472,88.0
13041,5282,23.6
12497,19934,47.3
14982,6149,51.1
12187,11509,37.9
9461,3566,15.8
18027,5372,42.3
588,3461,72.7
18683,18249,65.4
19347,19653,71.8
12122,6853,15.3
6319,15347,51.4
6418,6200,48.4
4103,8570,29.6
4431,2603,61.0
13649,4820,44.3
737,7191,37.0
10231,5535,26.3
4407,13785,50.0
15780,17681,30.8
16335,152,47.1
4017,13641,22.7
5287,6726,99.3
18041,16748,7.7
17086,13328,36.1
2179,13758,51.8
11557,6786,72.3
15345,3521,41.3
523,17864,87.1
9506,17880,18.0
1130,17998,56.8
14246,7722,24.9
119,12731,73.5
1448,15676,25.2
10412,19259,16.4
17077,16136,52.3
16191,14458,35.3
17463,17031,37.7
15043,4623,5.3
12017,5079,88.3
2061,14731,54.3
809,3921,84.3
748,4331,31.5
17187,10094,52.4
13039,3044,78.0
18427,16476,73.0
7475,11324,80.5
10069,8429,53.4
16362,6924,67.2
9563,2283,81.9
12903,16993,24.5
18647,774,9.2
1436,7229,68.7
9158,2688,50.0
14511,12654,8.1
5415,4641,18.0
13636,16275,16.0
11716,18480,80.7
8369,17968,11.1
15158,16585,69.8
15163,15055,90.2
