from,to,distance
1305,4469,15.4
1485,7269,88.8
3056,3817,23.5
6417,9900,25.9
8244,6427,46.5
5448,6724,83.4
5838,4519,24.2
2378,2116,22.7
6511,4384,18.1
6598,8077,8.6
3306,6747,55.3
5238,9148,82.4
641,5268,36.3
4945,2871,48.4
1944,3235,32.3
6277,3400,31.9
4515,7202,21.2
4172,2906,6.3
1522,2783,74.2
3983,2554,22.0
2997,3702,77.8
4545,3740,88.2
5202,2076,99.9
8672,590,12.6
2742,3896,63.9
3757,627,59.8
1606,2483,82.3
4803,6368,32.0
2850,5825,71.4
334,1349,31.5
8561,5566,64.6
4189,3,47.5
8322,6278,38.2
7588,1917,65.6
3718,9905,23.6
6602,3493,83.6
9112,1089,82.2
4484,1718,13.2
6368,7198,68.3
2017,5049,33.0
5911,295,75.8
7676,1504,89.2
8432,548,67.4
4737,5009,26.8
7823,2811,70.1
6825,4490,63.3
2867,1708,42.9
5511,1389,93.4
2179,1657,68.4
5847,622,33.5
2489,6967,96.4
1487,6810,84.5
7269,3887,9.0
547,4162,90.3
1098,8780,50.2
5385,2223,28.8
3164,6047,92.2
5835,3983,27.9
7831,1245,19.6
2593,5419,72.6
1465,9277,70.6
7202,2173,6.0
8761,5451,59.9
4637,4555,46.7
4909,3668,57.6
1912,9456,97.7
2761,6001,28.8
9718,7914,6.3
9777,5085,80.7
8904,6319,25.6
4562,5276,90.9
8358,4781,15.6
9248,8237,67.6
5741,4569,91.8
9194,1734,14.2
7252,234,28.6
260,7317,57.5
6784,4360,35.9
8910,2741,13.2
6004,3555,94.8
8162,3106,61.7
3272,7808,67.9
3871,2321,7.5
3797,8626,10.6
717,4817,65.1
1973,7266,71.5
8640,4186,36.7
3219,3938,10.6
2357,7280,89.9
2044,1581,66.5
3927,5405,53.2
6133,5811,98.2
1627,2231,68.8
6416,6946,68.2
8968,9469,87.5
1608,8093,39.5
6295,8697,32.6
1646,3801,89.7
7002,9149,22.7
4901,1144,72.4
7429,2125,46.5
9950,9483,44.7
6249,8728,57.8
8833,8813,99.1
2349,1012,94.1
1984,6264,86.4
3350,2996,28.9
8365,1131,23.8
3461,5830,35.8
1599,4927,20.5
5952,1981,63.1
4582,5113,27.7
6039,9334,96.1
7938,9562,30.9
59,3304,46.8
8033,5550,21.2
8945,2248,62.5
885,7444,21.7
3260,5988,25.9
8073,2831,70.0
7283,1881,69.3
6894,6682,44.5
6578,4853,53.8
6793,467,98.9
6188,6321,11.9
1691,2442,28.8
8168,1943,64.8
3769,1091,83.5
2049,8544,39.5
4543,3915,65.9
8357,1545,99.3
6155,9022,70.4
4561,5673,40.3
3160,6995,14.8
4578,3354,35.7
5945,1954,49.3
1119,514,29.9
2541,7011,12.4
8886,4194,46.2
2934,3915,31.0
9792,9966,14.2
3850,9357,23.0
3065,5085,5.4
9633,8015,8.0
2108,7365,41.7
3116,9606,80.3
9250,3901,72.4
1822,9247,51.7
5514,4380,69.9
8983,4452,71.6
3172,3023,26.7
9878,9437,39.2
3339,2571,78.0
4379,9400,77.8
8721,11,56.7
3443,3976,97.8
4732,2711,43.6
9769,237,97.8
9286,7907,18.0
2695,7187,9.0
2903,7293,77.6
3558,8047,31.8
9292,1023,94.4
4073,1606,77.7
9940,8549,54.4
4007,6792,50.4
1142,4317,13.7
5223,7643,86.2
2413,6414,95.6
6143,6609,56.3
7693,228,79.5
5733,9001,64.0
1421,3753,18.0
8611,4424,95.9
1677,3919,27.2
6816,3484,56.0
4647,3136,85.5
6389,8891,69.0
548,1031,33.0
1780,9316,5.9
3056,7338,63.3
6550,7125,22.8
1379,1166,37.6
7741,8663,82.4
8412,7127,53.6
1705,7565,8.2
6290,996,6.6
4765,4059,63.3
2485,8281,68.8
5537,3396,49.5
9540,1743,51.3
1091,2913,39.8
9028,4603,37.8
2398,8555,85.1
7485,415,82.7
9443,2079,90.5
6124,4806,80.0
9627,7394,66.0
7498,9461,44.0
3891,8288,18.3
7231,3,32.9
6320,1717,11.0
913,2284,36.9
5536,3841,54.3
4363,9104,51.0
9906,7179,77.7
17,7226,90.8
5443,7145,76.5
7198,8877,45.6
98,6167,72.5
5581,3374,48.2
3544,7911,7.4
2503,8889,16.4
3743,3816,99.2
7340,5464,27.7
6972,2976,91.1
2481,8607,52.7
3990,5624,72.1
5599,9332,24.5
6310,2451,94.4
6174,885,80.2
8022,7639,61.1
2054,9904,46.4
8131,5987,95.1
7752,3545,65.0
6324,1819,65.2
6174,9504,44.3
7852,9151,35.2
1180,1381,60.4
100,4647,64.4
1387,8405,89.6
5287,4187,97.0
2691,6710,25.7
4232,6510,40.3
7390,2533,95.4
3179,9235,34.6
7806,2498,17.3
2035,714,30.0
2282,4619,56.6
3166,3240,7.1
6945,6949,75.5
3364,6944,62.6
6070,1313,63.4
6657,784,22.8
2130,9014,33.4
1357,109,93.6
784,6793,49.4
7016,2818,16.7
808,7852,63.8
3346,6329,22.4
5289,6971,84.6
8633,3335,53.7
861,5977,38.3
3438,8210,10.0
6104,7848,98.1
4109,2282,89.1
3661,9887,89.8
389,9911,48.1
1690,5607,13.7
1650,9235,89.5
593,4673,59.9
6732,7875,13.6
4421,6714,33.6
8285,5141,68.6
3113,974,66.1
2252,7745,35.4
3683,7658,38.8
8601,3850,52.9
1731,6268,20.5
359,9250,32.7
3202,9775,52.0
9079,5761,30.9
3098,2978,24.1
3466,7303,24.0
6395,544,37.2
4675,2309,8.0
6,4212,21.5
9040,2053,52.6
9138,956,46.2
6429,3975,54.6
3303,2355,37.2
1057,5636,7.8
6919,4467,96.3
9061,5475,86.1
5900,3461,50.7
6685,1792,80.8
1033,3224,24.2
3777,9057,89.1
3595,151,42.6
6603,813,73.9
2128,152,34.9
9222,2939,61.2
8780,2954,56.6
7750,6823,92.1
1765,2145,25.2
6652,577,9.3
5515,3678,23.3
9285,1602,24.0
6585,9787,39.2
5004,5200,15.5
6069,1773,55.7
7607,4905,15.0
8865,8638,17.4
4383,3485,58.4
367,1453,6.2
2268,8075,33.7
2819,6703,8.5
7564,5109,66.2
8314,8465,59.9
5860,2693,62.8
8044,7306,28.1
9500,488,69.2
5665,7392,89.2
1492,945,54.7
8381,2464,10.3
1086,3242,93.8
2991,4793,93.2
2870,5793,7.6
2240,1023,56.6
9955,1213,25.4
4874,5871,87.9
1936,8418,27.4
1864,2237,66.0
9602,5747,31.7
784,9453,64.4
7333,6980,26.6
4285,2785,58.3
2110,8095,22.1
2038,3767,76.6
4894,4105,63.4
7507,1940,64.9
5331,617,85.0
2981,9141,31.6
665,5253,5.2
7608,7419,72.3
1116,3235,89.6
1112,1530,77.3
2779,7329,21.2
9341,6979,33.8
4925,5217,78.4
9430,6974,74.6
4014,6931,98.2
1261,8576,61.3
9091,9518,37.2
4177,7081,75.7
6876,1985,7.2
7731,7141,14.9
7055,1149,27.1
8304,6759,48.0
6363,6603,61.8
4167,1274,9.8
4150,5688,78.6
4256,3562,90.7
9569,6836,50.3
7782,5933,24.9
8782,6877,42.0
8059,6780,70.8
3091,1696,64.4
4773,6641,24.7
7769,5836,19.8
6262,5925,21.9
1442,7605,43.6
564,9980,28.4
133,7490,17.4
6206,2364,60.1
1447,994,63.8
9342,8798,57.8
6728,7283,68.3
2455,1538,9.5
9350,7907,15.7
525,5125,53.2
9993,7186,65.9
6768,3612,26.2
3579,132,13.7
11,5832,18.5
6452,9619,5.2
7272,6196,89.2
3516,4640,66.2
8728,2323,68.9
70,3316,51.4
1129,7403,62.0
3821,1512,30.7
7737,542,26.7
269,2364,81.5
4207,6767,19.1
4874,5643,85.1
2173,1251,65.2
4569,1492,54.4
7637,5681,67.1
6843,2027,10.2
7702,55,13.3
3342,400,84.4
7573,4957,11.3
880,9504,25.5
7341,4046,65.0
5025,6296,55.5
7091,9256,11.8
1711,903,99.3
5408,9448,29.0
3598,9287,46.6
2799,2439,45.1
9066,3339,71.8
4894,470,85.5
78,7223,99.9
6045,4873,44.5
4387,6253,83.8
2697,9817,7.4
2848,9154,14.8
5386,8215,52.8
317,9648,82.4
1354,5119,89.5
8763,7624,48.9
6972,9100,7.4
2824,7367,96.9
5048,5156,40.5
3551,7377,56.4
6217,8250,79.4
4568,7090,66.4
1733,4350,49.1
1249,2863,8.6
3783,8939,50.3
4659,8432,53.1
8740,7290,29.5
5904,7208,47.8
4374,2964,83.3
9907,5744,77.7
3951,7968,32.7
7726,6816,99.9
5469,8884,73.3
1447,4468,8.9
4237,1421,54.6
2784,1166,50.5
7316,2913,92.6
2826,2951,47.3
5136,2067,29.5
9138,7232,82.3
2292,8947,33.7
7085,2142,47.0
1704,3608,45.4
6306,2708,16.1
2946,9712,89.9
8417,2807,32.6
7206,683,46.0
638,7728,44.9
4194,6830,22.6
9006,3912,12.3
6605,1967,40.6
1492,6583,30.9
2273,5135,19.7
8171,4008,33.6
8901,1090,31.5
5643,6484,29.2
9169,9256,50.6
5991,8895,61.1
5402,7665,87.3
7420,908,83.0
3058,4623,29.3
6566,1915,32.2
315,3966,29.5
3075,7543,35.4
509,8890,75.9
7102,6117,68.3
1096,5043,66.4
9012,3619,51.6
7218,9731,76.5
9554,275,31.3
9440,8732,61.1
4657,8938,62.2
4408,54,86.9
1291,7456,84.5
3659,1032,23.9
1960,5007,85.9
1373,1035,55.6
8915,5920,10.7
1275,9948,85.9
5398,4821,91.6
7577,9411,8.4
509,2482,18.2
9076,8615,92.7
1648,462,29.9
9983,1305,50.1
2449,745,44.3
1524,6284,8.7
1650,6118,68.7
8491,1180,50.0
158,5160,22.0
473,9252,63.1
5357,4038,32.8
864,7775,48.4
2404,234,95.8
7136,9701,85.8
3487,9711,73.2
1663,945,69.7
4781,9388,32.3
1973,9197,92.6
3346,6330,25.3
5398,8396,50.9
6225,857,35.3
2275,3775,19.8
6120,6144,39.5
1951,1445,97.5
8002,3393,41.5
8484,4701,40.2
1319,42,8.4
3610,8461,39.5
470,9645,55.9
9863,3284,37.0
1508,5874,72.5
6479,5769,48.4
4383,79,75.0
7160,6543,48.0
435,9379,93.2
1326,4735,63.2
243,5332,98.9
778,9944,75.6
3139,2477,10.8
4882,6681,59.4
572,141,9.2
2659,4995,56.7
9546,2168,17.4
7703,6448,41.4
5649,1067,89.3
7241,6132,10.0
7258,6812,42.1
2867,6393,22.0
5856,130,46.3
155,8613,38.7
1340,9117,21.0
4017,1410,89.1
8067,3181,27.8
1973,827,9.1
6188,1522,96.7
3389,8537,11.8
1821,3545,75.0
8696,8410,41.6
3508,958,39.1
4617,5097,79.3
9567,8316,29.8
10000,1438,42.3
6295,9374,86.6
2713,3418,25.8
7506,6908,90.1
4737,8930,28.1
4855,4263,35.8
764,749,79.6
792,8806,67.0
2771,1950,67.4
4551,7083,44.1
9821,4745,5.3
5190,1362,85.4
7749,8451,84.6
7599,7998,7.6
1663,1534,70.5
2444,7451,54.2
3610,6208,66.2
573,6810,77.2
2802,3727,54.5
5149,2041,67.1
257,1510,68.3
8876,9301,25.3
8758,3844,6.7
3898,3227,76.5
9135,4242,9.6
5313,2885,54.1
7247,7967,61.8
2427,6911,75.9
4695,7469,40.7
658,586,47.9
9275,9148,96.8
4853,9883,17.8
8292,5078,90.3
7409,2217,57.5
9109,206,5.6
9517,9086,29.1
6244,247,87.3
8899,8190,7.3
851,2481,88.1
6996,7087,70.1
4178,2557,25.1
7663,7650,39.0
7715,6392,35.8
3127,1232,66.2
1946,8951,81.1
9439,3263,63.2
9,8312,22.9
9663,9742,90.1
927,7655,22.5
3025,4867,34.1
7350,8332,99.2
3752,9862,16.8
3324,6551,30.3
2309,7359,9.7
2826,5033,78.8
5662,3529,6.5
4916,286,59.0
7830,6375,17.1
2285,6946,30.4
2885,3722,23.3
3947,2194,48.5
8222,6646,72.1
9913,9891,41.2
1594,9441,26.1
3511,1427,42.7
9493,8049,44.7
6412,6289,20.4
5435,8870,21.4
1671,3763,51.3
7584,2994,84.1
7138,7501,27.9
1025,304,91.0
4381,454,62.1
6850,7245,15.4
7963,1141,42.7
9890,2064,50.8
889,6183,34.5
757,1181,78.5
2485,6899,88.0
4411,8970,13.5
1977,8112,91.2
9059,8839,28.6
972,5782,88.0
4538,6328,88.5
1533,8829,6.9
8182,9412,38.7
2807,8346,78.6
5301,280,87.2
5338,5424,44.5
8883,536,45.4
3936,3281,7.2
5726,3559,80.1
3905,723,63.2
2010,8115,72.4
5302,8257,50.2
2102,2055,92.8
3929,9482,79.7
998,2409,16.0
2813,3714,22.8
3651,1309,96.9
9939,4528,66.3
6171,5806,5.1
5926,146,70.1
1777,8146,78.0
9851,9805,34.1
2119,8220,43.2
4976,8888,18.9
5784,9800,62.4
4631,5992,44.7
9386,7082,27.4
4943,28,50.1
5277,2764,56.6
1746,2749,49.5
1593,3452,38.6
232,4017,68.3
7590,1275,80.8
7640,5348,36.4
3704,1204,28.8
7250,8048,71.9
6641,7428,74.0
570,8779,81.7
6168,1873,24.6
7558,9985,96.7
3780,6991,21.6
6146,3202,56.1
856,8041,69.3
5454,956,44.8
9986,3177,31.0
8079,7095,40.8
4728,485,9.3
3120,5131,71.2
5557,7601,7.4
320,7273,50.6
7745,2127,89.2
9949,7460,56.7
5238,1509,28.7
2758,9838,94.2
4824,4978,72.4
9071,6368,89.0
651,5519,16.8
1491,8148,23.1
4285,3912,35.9
3982,5540,24.6
2464,4067,48.8
1443,2881,15.8
8366,2899,71.6
5175,1855,69.1
172,4219,78.6
3623,671,26.6
5771,719,54.5
4744,4025,44.1
5268,1168,64.2
4368,5461,65.1
3111,7161,72.8
6035,2071,22.3
4755,1573,47.1
8076,7557,38.3
6797,1827,60.7
1976,933,15.3
8048,7859,35.5
1242,3027,56.6
5391,4025,20.2
4348,3696,71.0
6698,6324,73.2
6276,4325,74.0
3394,7045,55.4
2251,1958,65.4
6845,9238,6.0
9871,9951,61.3
6176,9569,12.2
4154,1891,47.6
9064,1725,80.1
3317,2575,80.9
7120,1278,24.6
4246,594,38.7
7127,8670,58.2
7323,911,8.9
8868,7859,97.7
3958,9517,19.9
5122,9851,54.5
7228,9795,52.4
9948,3171,60.1
5480,4889,34.7
8042,7218,24.3
7343,611,56.0
6499,2350,61.9
2146,462,60.0
5306,6111,35.5
578,103,94.3
3072,3172,35.3
524,8561,19.8
8818,2831,16.6
7487,356,58.0
6788,5409,21.6
692,4284,92.3
7878,6748,94.9
2218,1509,18.7
4739,1460,90.9
9550,3011,30.4
4192,6287,15.7
760,1153,44.4
5001,1529,58.1
6985,4561,10.4
9808,6273,17.7
8481,1379,6.4
4977,4508,87.7
2070,8430,82.2
3625,6289,47.2
6704,2301,98.5
1849,8488,46.6
2720,181,60.7
7534,2992,91.9
340,5595,6.2
9085,5482,88.3
4906,6715,67.6
2155,1087,42.4
919,7012,47.3
3053,6961,67.5
4642,1992,9.1
7346,4831,36.6
217,2817,45.6
2587,5204,87.5
9001,8789,88.0
1600,6163,53.6
1952,1100,36.5
2259,217,57.8
7780,9711,67.1
3250,6614,65.5
9256,1313,90.6
5470,1076,71.4
9296,8319,71.1
855,9673,64.6
110,7313,94.7
7618,1992,45.5
9187,4375,6.6
4128,6443,51.4
6558,5685,7.2
2536,6360,12.7
3943,1573,71.4
8627,8196,48.7
5265,183,92.8
1626,3241,48.5
7301,4894,54.4
7205,4136,57.3
8986,3248,14.8
7247,9237,19.4
5554,851,60.7
5776,9860,33.5
8509,9964,66.0
550,7675,35.9
9680,6683,42.3
9890,9931,59.5
934,9247,51.2
4952,3491,60.2
929,5669,24.7
2274,3866,89.8
6712,2890,25.1
1514,7461,56.3
9293,4190,36.2
8708,4156,26.9
7595,1188,53.9
3875,2228,36.9
1001,8222,18.8
6138,3784,48.3
6017,9356,54.6
2909,323,76.0
9055,2353,15.6
8435,162,97.1
4368,9432,80.6
9475,5189,52.7
4378,8683,38.4
2222,1077,39.4
4002,589,51.0
6737,2052,21.7
3712,4269,58.1
6812,6325,56.7
2747,9559,22.1
2226,5864,96.4
5876,3522,68.0
5061,4765,7.3
1391,4154,68.5
2691,5378,60.0
5858,3405,17.0
3682,14,50.7
4604,3528,71.1
3779,9465,92.3
3940,5726,7.9
6402,8231,83.8
1446,6306,54.6
2760,2167,26.7
5844,397,11.4
9971,3773,69.7
9668,5591,22.1
3164,4478,79.0
123,1455,96.4
5585,1217,19.0
6929,1432,66.3
1733,4603,48.4
7884,368,49.9
6559,4492,8.7
2604,5294,86.6
9327,5210,37.7
2372,961,27.8
2918,5258,30.6
2773,1177,49.9
1774,3237,51.8
9475,1898,61.6
9131,8741,17.5
9957,9603,33.6
5395,8692,47.8
1156,3525,96.5
115,5146,10.4
3036,2626,75.0
9669,9892,13.1
6375,393,99.1
8110,4640,68.7
5689,101,30.6
48,6062,43.8
269,5092,83.9
4038,5445,25.6
2428,4916,64.2
1258,1426,39.4
4488,8886,41.5
5319,9925,36.6
6969,8455,69.4
6346,6278,14.6
1670,6428,89.4
5480,3781,52.7
5595,1346,45.1
794,3919,15.2
2684,3571,34.1
9098,3585,65.1
9870,5114,42.2
3655,3942,25.9
4835,1555,74.4
4811,1869,82.6
7722,3943,36.8
1316,5620,75.4
775,1950,95.4
694,7382,76.5
317,8707,85.6
8168,8717,12.9
8942,3573,87.0
2363,6373,95.7
1365,4902,48.5
3968,7927,22.9
6949,2403,75.2
6054,2497,50.5
2850,6105,82.3
5714,5260,36.8
6052,2305,88.4
6600,6939,26.4
1306,1461,59.6
4315,440,15.5
2276,8418,12.2
3017,2257,89.6
4201,8200,65.8
4148,8797,63.9
2950,8802,89.1
7437,5974,79.0
6271,4047,49.3
1848,2251,36.7
9487,2823,94.6
154,5199,49.8
799,4057,13.3
3587,2327,63.9
8760,9930,49.2
7374,7773,62.7
8790,8620,9.5
5352,7242,62.4
5851,906,75.6
2226,4345,74.0
854,8242,58.1
8503,5570,77.0
1380,7619,97.1
737,8089,44.5
8461,5171,90.6
4221,9836,58.2
6659,5511,99.5
3753,5318,43.6
582,1662,55.2
2516,9305,54.0
2696,7969,5.1
2489,4291,33.4
7983,1261,74.4
8524,2957,89.2
7868,5849,34.9
1616,7666,41.5
9596,7819,5.9
6508,7879,68.6
9238,144,65.0
7239,3263,14.3
8064,4301,19.4
6999,2152,92.2
4303,6418,59.9
259,1719,28.6
442,8063,61.5
1519,9862,5.8
7635,5453,83.5
4489,6163,19.4
2186,259,24.8
7115,7714,76.8
7055,5197,55.1
1410,6203,99.0
8811,1493,20.1
3736,4733,22.1
769,1362,46.7
6559,7259,42.9
9057,3318,50.4
5942,5738,73.8
8640,3218,52.8
6565,7974,75.8
1835,3637,38.6
4068,9952,87.6
3678,5336,48.6
346,9657,83.4
1556,2986,19.1
8398,4120,53.0
7768,6721,96.7
7081,7715,95.2
5144,1619,56.6
3120,3917,42.6
3714,3800,17.9
2083,1757,86.7
6868,5868,91.5
3010,9476,24.4
2513,9961,15.5
9302,6593,77.0
2138,8797,11.5
856,3649,79.0
3630,3693,5.4
6358,9910,83.6
8306,5044,95.7
967,9502,56.5
9041,586,48.0
1585,4400,92.5
6071,686,34.9
2760,1919,98.4
9548,8402,66.8
2265,8457,28.5
5210,3682,76.8
5315,1900,10.4
2062,1010,31.8
2748,5777,90.4
7066,6807,8.5
3569,2424,98.1
1165,7659,8.2
3818,7574,75.9
542,550,51.8
8889,5282,71.6
9659,9040,32.1
7163,6862,80.6
2098,8615,37.0
2894,6026,39.3
3428,9195,56.0
3588,3952,51.9
2091,4606,32.0
899,5459,32.8
8422,7080,77.9
2770,2360,15.1
3005,9283,82.5
6788,5589,48.9
6666,3905,29.1
3714,6155,33.3
2484,6964,81.4
9268,4400,57.0
4135,7893,40.1
6445,7409,11.8
2024,4565,51.9
5899,1778,58.2
6046,8439,21.1
4326,9008,14.6
8062,3331,100.0
9100,2904,5.5
1289,3759,40.7
6525,1198,53.9
8407,8534,64.4
7725,5456,30.9
675,5956,11.2
536,8269,5.0
698,7158,73.2
5325,4660,36.6
3965,3693,76.1
5222,6705,49.4
1490,6635,54.5
8635,3066,26.7
8140,8438,35.5
2318,3676,95.9
5128,6699,15.3
1501,3494,18.0
7567,5697,48.7
1100,9931,28.0
5623,9282,42.5
4376,8630,28.3
4891,8414,11.8
6290,7340,15.6
3805,7664,53.3
1310,9695,57.0
9938,2597,93.9
7972,968,30.6
5572,3975,73.1
4965,4140,36.0
757,7120,22.3
209,3245,80.4
3164,4037,48.3
478,6952,94.8
515,2349,71.6
1357,4536,58.0
4753,3907,56.1
1694,5847,29.9
7605,2098,47.6
9268,8480,55.1
3293,8095,29.4
577,1282,71.4
7572,8151,27.3
8268,7618,82.2
5797,3674,80.2
7169,7178,18.0
3841,4026,95.9
5996,356,63.5
9138,598,63.4
7975,2273,52.2
3326,1911,60.8
7872,1584,37.0
5163,8849,69.7
475,4498,27.5
9569,2056,23.7
2886,8343,24.0
1260,2021,51.7
3983,9104,22.1
2092,3733,17.8
4358,2961,83.5
792,1738,94.9
2005,7577,17.5
9080,249,80.7
2564,4067,7.8
8905,775,31.8
5398,2887,57.7
9983,7830,51.8
8332,3741,55.7
6158,2988,95.9
2566,5114,57.4
8293,2967,72.8
9189,141,96.2
207,5872,33.3
1771,8068,36.3
7018,7540,16.8
1306,3081,40.1
5755,9919,36.6
2778,1889,61.3
3111,2656,44.2
2959,3616,67.4
7379,4760,74.9
6579,4946,53.9
9688,53,26.4
2566,1727,22.0
8376,3485,95.7
2663,9912,23.1
7889,2392,74.6
5638,3871,7.7
917,354,88.1
6173,6703,16.8
6066,222,9.3
389,5246,97.0
5341,1078,38.8
176,6351,40.9
7718,2236,40.9
8486,1199,16.2
8946,453,74.7
388,2708,22.3
8932,764,98.2
7356,9551,25.4
6468,1988,14.2
9138,8682,40.1
6794,8478,91.3
8694,3104,93.0
2558,3531,32.4
9015,3422,41.2
3444,8469,31.6
4793,8408,89.5
7483,4809,44.3
4304,3823,64.0
72,6392,53.9
5154,9439,75.2
1798,3496,9.6
7567,6660,93.9
412,7132,99.3
6874,6308,83.8
7398,9016,23.7
8294,1096,33.2
3779,4071,13.8
9366,5944,72.2
5231,6816,67.4
2527,325,64.6
7310,3903,63.3
8902,677,97.2
492,5808,59.5
3441,9570,83.4
7029,8581,78.6
6502,6653,51.7
47,3015,9.1
1917,2650,16.4
9983,422,72.6
2263,3632,20.5
1356,3410,70.1
1197,889,87.8
6265,371,78.9
7025,1214,26.6
2461,5979,20.9
9326,2186,60.1
7129,3178,11.8
6281,3920,45.3
8277,3580,20.8
2407,6206,90.4
329,3920,74.4
2543,7368,61.2
4388,5207,24.3
1776,6878,75.7
9872,39,92.7
5145,4173,15.8
5010,4164,28.8
3756,6274,14.1
2564,3756,63.9
3227,5527,12.1
4423,2996,43.2
3433,5857,12.2
5127,6591,75.8
430,1644,8.1
6676,4908,13.8
8183,7590,94.5
1370,2488,56.0
3656,739,11.2
3810,2506,75.5
4042,5688,85.7
2064,9076,82.8
8149,832,61.2
9864,3832,31.2
7825,7008,14.2
8258,1497,65.0
2060,7812,76.2
6998,1516,16.1
5713,9254,53.9
2380,6795,91.4
1923,1090,82.0
104,1338,12.3
7821,3874,89.3
9065,9460,69.6
3168,3279,43.2
678,4339,65.6
1419,366,58.3
5061,2293,30.9
9928,1332,83.8
5411,1127,69.1
7301,4915,71.5
9984,9833,60.8
2604,3192,28.0
9792,9728,94.8
5748,8971,53.5
904,1192,58.2
5192,9889,17.4
4490,4019,12.9
1771,3656,66.8
5212,7214,51.9
9087,3438,23.4
9664,3685,83.1
1941,5028,22.3
2978,6852,58.6
3581,7584,43.4
8885,9242,85.2
5721,3502,63.6
8513,4231,26.1
7163,6189,5.7
2548,2855,17.9
833,9282,72.3
7966,7061,20.2
3413,9629,74.3
3638,6316,39.7
8837,2490,86.8
9559,9419,70.8
8246,1239,27.7
2677,1812,84.1
8406,6800,63.5
9681,2656,79.8
4947,4254,71.4
1751,23,48.4
4845,4773,78.7
4574,9624,29.9
1134,8376,59.0
3819,7883,72.1
3623,8977,47.7
6877,2920,30.1
92,8683,24.1
7350,2436,40.7
7817,4585,13.0
8256,5547,57.1
5105,9941,49.6
5136,6390,25.8
8838,1040,82.3
4895,490,15.5
8034,1791,84.3
3189,8753,73.5
6320,1422,41.7
9686,4364,21.3
3806,6742,11.6
3879,8252,89.3
6038,4992,27.7
4227,7872,15.9
49,2346,69.4
4121,8321,53.4
3244,4502,80.1
2052,734,5.4
8626,8498,50.5
4915,517,14.2
3047,8759,7.1
575,7429,69.0
7238,2989,61.6
2787,2682,84.1
2572,9672,72.6
1988,5787,79.2
2192,2687,94.5
7135,5814,69.2
6949,835,27.7
8601,4862,55.6
7831,5533,61.1
7710,7535,73.9
53,4326,24.6
8864,2422,53.8
9081,6978,45.0
6388,9859,49.4
4527,1314,32.8
3079,349,71.7
5603,8090,60.7
3609,7146,31.1
6979,6485,45.9
968,2328,6.6
2397,4903,20.5
6638,6856,55.4
2289,9690,59.9
9296,2229,13.7
9897,3184,37.6
1957,1873,92.4
6813,9861,80.6
1579,7118,67.3
9068,8157,66.7
7079,9891,63.2
2886,8817,62.2
5753,6325,71.3
6937,7991,67.1
8979,3251,76.0
8496,9385,66.3
3245,4424,31.1
420,3485,73.0
4199,9274,36.2
8489,5117,37.8
6903,9148,38.0
1511,6345,40.4
1819,8990,88.5
5062,2356,34.5
3819,5588,80.2
4400,1538,70.6
4432,9345,19.1
6439,2423,15.5
7588,737,71.2
8685,7055,8.6
9533,9172,10.8
950,5396,20.1
1290,4686,18.4
1202,618,33.5
9470,1185,82.0
4931,4554,9.4
1141,3664,19.1
8599,4546,41.6
1508,5490,76.7
7054,5671,34.8
3680,1363,71.3
7446,8306,98.7
7871,4931,45.5
5930,567,87.2
5482,7625,99.6
5779,6940,20.0
5372,8166,58.1
9395,9111,82.2
9330,7476,96.5
6713,4050,28.2
1305,7034,90.8
7778,7954,18.4
7157,6143,48.2
4084,9097,54.4
8411,3238,77.7
1231,6117,73.3
732,8744,17.9
28,8426,92.5
5653,7006,93.8
3093,6257,21.9
5539,6377,86.3
3136,5059,18.4
2352,3527,30.6
8677,2975,94.2
8313,1192,27.5
6003,9537,15.7
446,4549,65.1
3616,7077,33.8
267,1844,32.6
4094,2574,61.0
9616,2300,84.5
5313,4232,75.3
8475,937,85.2
648,1967,82.9
2476,3923,47.9
9257,3229,60.6
5717,1043,21.4
1051,499,56.1
2436,8461,6.5
4568,2035,30.0
5560,7516,40.5
2455,4724,69.7
132,6702,64.8
4863,4614,42.1
85,3807,52.0
7555,5461,38.1
2259,3163,34.0
6240,7519,60.9
7621,4459,64.2
5655,4577,48.6
7695,479,5.4
842,472,32.7
2857,3280,79.6
8726,8054,36.8
8829,4549,22.6
608,1843,88.8
1245,5446,42.1
2810,2636,35.7
6372,7477,32.7
4673,9965,88.0
2890,1042,40.3
5237,9357,14.3
9635,2797,6.4
3421,6805,89.3
9479,1981,11.9
5086,5916,71.3
5854,9510,43.4
1612,9085,83.7
7118,1293,29.1
251,9892,34.8
1581,8430,92.7
7250,8723,23.9
7028,8797,77.7
4071,8356,51.7
93,4558,57.2
8287,1095,62.2
6107,6118,54.0
1847,8593,36.6
2972,1988,85.3
1116,396,95.2
3718,1640,40.2
5022,8281,84.3
74,4599,43.9
9079,1470,84.9
3831,9581,23.1
9994,1572,60.3
6295,4147,96.5
1572,9863,78.6
7990,4870,62.6
7976,5824,25.5
7596,7552,6.3
3341,8586,95.9
6618,8593,93.3
6512,1928,11.6
3419,2768,42.0
227,151,93.9
2786,901,72.5
9677,5662,56.3
4862,8178,7.3
7520,2369,87.5
1479,5258,49.5
6045,4409,32.9
3147,5850,45.0
4768,4185,12.8
5751,4112,91.2
8993,7424,25.8
7905,5862,90.6
6762,2666,74.0
9868,8707,98.1
788,5704,74.6
6574,4923,56.3
677,7140,44.8
141,339,9.8
8099,6801,17.6
